"2000 AN 4.7L A4 FED 131 WB AN - DAKOTA","PCM","56040429AD
56040429AE
56040429AF
56040429AG
05018491AA
56040429AB
56040429AC","56040429AH","08-39-99
18-001-01
21-20-99","RC-850-00
RC-8591-00"
"2000 AN 4.7L A4 FED AN - DAKOTA","PCM","05018491AA
56040357AB
56040357AC
56040357AD
56040357AE
56040357AF
56040357AG","56040357AH","08-39-99
18-001-01","RC-850-00
RC-8591-00"
"2000 AN 4.7L M5 CAL AN - DAKOTA","PCM","05018491AA
56040356AB
56040356AC
56040356AD","56040356AE","08-39-99
18-001-01","RC-850-00"
"2000 AN 4.7L M5 FED AN - DAKOTA","PCM","05018491AA
56040355AB
56040355AC
56040355AD
56040355AE","56040355AF","08-39-99
18-001-01","RC-850-00
RC-8591-00"
"2000 AN 5.9L A4 CAL AN - DAKOTA","PCM","05018490AA
56040406AB
56040406AC
56040406AD
56040406AE
56040406AF","56040406AG","08-39-99
18-006-03
21-01-00
21-20-99","RC-8592-00"
"2000 AN 5.9L A4 FED AN - DAKOTA","PCM","05018490AA
56040405AB
56040405AC
56040405AD
56040405AE
56040405AF","56040405AG","08-39-99
18-006-03
21-01-00
21-20-99","RC-8591-00"
"2000 AN/DN EATXIV AN - DAKOTA
DN - DURANGO","TCM","05018454AA
56028227AE
56028227AF
56028227AG
56028227AH","05018454AB","18-025-01",""
"2000 AN84 5.9L A4 CAL AN - DAKOTA","PCM","05018490AA
56028559AA
56028559AB
56028559AC
56040406AB
56040406AC
56040406AD","56028559AD","08-39-99
18-006-03
21-01-00
21-20-99","RC-8592-00"
"2000 BR 3.9L A4 CAL
BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040350AB
56040350AC
56040350AD
56040350AE
56040350AF","56040350AG","08-39-99
18-006-03
18-009-02 REV A
21-20-99","RC-8592-00"
"2000 BR 3.9L A4 FED
BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040352AB
56040352AC
56040352AD
56040352AE
56040352AF","56040352AG","08-39-99
18-006-03
18-009-02 REV A
21-20-99","RC-8591-00"
"2000 BR 3.9L M5 CAL
BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040343AB
56040343AC
56040343AD
56040343AE","56040343AF","08-39-99
18-006-03","RC-8592-00"
"2000 BR 3.9L M5 FED
BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040342AB
56040342AC
56040342AD
56040342AE","56040342AF","08-39-99
18-006-03","RC-8591-00"
"2000 BR/BE 5.2L A4 CAL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040369AB
56040369AC
56040369AD
56040369AE","56040369AF","08-39-99
18-006-02
REV. C
18-006-03
21-01-00
21-20-99","RC-8592-00"
"2000 BR/BE 5.2L A4 FED
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040368AA
56040368AB
56040368AC
56040368AD
56040368AE
56040368AF
56040368AG","56040368AH","08-39-99
18-006-02
REV. C
18-006-03
18-23-99
21-01-00
21-20-99","RC-8591-00"
"2000 BR/BE 5.2L M5 CAL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040367AB
56040367AC
56040367AD
56040367AE
56040367AF","56040367AG","08-39-99
18-006-02
REV. C
18-006-03
18-011-02
REV. A","RC-8592-00"
"2000 BR/BE 5.2L M5 FED
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040366AB
56040366AC
56040366AD
56040366AE
56040366AF","56040366AG","08-39-99
18-006-02
REV. C
18-006-03
18-011-02
REV. A","RC-8591-00"
"2000 BR/BE 5.9L A4 CAL DSL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018492AA
56040417AB","56040417AC","08-39-99
21-20-99",""
"2000 BR/BE 5.9L A4 CAL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040411AB
56040411AC
56040411AD
56040411AE","56040411AF","08-39-99
18-006-02
REV. C
18-006-03
21-01-00
21-20-99",""
"2000 BR/BE 5.9L A4 FED DSL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018492AA
56040416AB","56040416AC","08-39-99
21-20-99",""
"2000 BR/BE 5.9L A4 FED HD
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018490AA
56040412AB
56040412AC
56040412AD","56040412AE","08-39-99
18-006-02
REV. C
21-01-00
21-20-99",""
"2000 BR/BE 5.9L A4 FED
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040410AB
56040410AC
56040410AD
56040410AE
56040410AF","56040410AG","08-39-99
18-006-02
REV. C
18-006-03
21-01-00
21-20-99","RC-8591-00"
"2000 BR/BE 5.9L AUTO CAL CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
353430300J
353430301J
353430302J","353430304J","18-015-00
REV. A
18-019-01
18-033-04
18-24-99
21-14-99",""
"2000 BR/BE 5.9L AUTO FED CUMMINS COLD BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
313439300J
353339301J
353339302J
353339304J","313439300J","18-014-01
18-019-01
18-033-04",""
"2000 BR/BE 5.9L AUTO FED CUMMINS NORM BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
313439300J
353339300J
353339301J
353339302J
353339304J","353339304J","18-014-01
18-015-00
REV. A
18-019-01
18-033-04
18-24-99
21-14-99",""
"2000 BR/BE 5.9L M5 CAL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040400AB
56040400AC
56040400AD
56040400AE","56040400AF","08-39-99
18-006-03","RC-8592-00"
"2000 BR/BE 5.9L M5 FED HD
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040401AB","56040401AC","08-39-99",""
"2000 BR/BE 5.9L M5 FED
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018488AA
56040399AB
56040399AC
56040399AD
56040399AE","56040399AF","08-39-99
18-006-03","RC-8591-00"
"2000 BR/BE 5.9L M5/M6 CAL DSL BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018492AA
56040415AB","56040415AC","08-39-99",""
"2000 BR/BE 5.9L M5/M6 FED DSL BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018492AA
56040414AB","56040414AC","08-39-99",""
"2000 BR/BE 5.9L MAN CAL CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
353432300J
353432301J
353432302J","353432304J","18-015-00
REV. A
18-019-01
18-033-04
18-24-99",""
"2000 BR/BE 5.9L MAN FED CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
353431300J
353431301J
353431302J","353431304J","18-015-00
REV. A
18-019-01
18-033-04
18-24-99",""
"2000 BR/BE 8.0L A4 CAL 2001 PULL AHEAD BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","PCM","05018493AA
56028557AA
56028557AB
56028557AC","56028557AD","8-006-02 REV.",""
"2000 BR/BE 8.0L A4 CAL
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018493AA
56040421AB
56040421AC
56040421AD
56040421AE","56040421AF","08-39-99
18-006-02
REV. C
21-20-99",""
"2000 BR/BE 8.0L M5 FED HD
BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018493AA
56040418AB
56040418AC
56040418AD","56040418AE","08-39-99",""
"2000 BT 3.9L A4REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032101AA","05032101AB","08-39-99
21-20-99",""
"2000 BT 3.9L M5REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032100AA","05032100AB","08-39-99",""
"2000 BT 5.2L A4REG FOUR 02 SENSORS BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032107AA","05032107AB","08-39-99
21-20-99",""
"2000 BT 5.2L A4REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032103AA","05032103AB","08-39-99
21-20-99",""
"2000 BT 5.2L M5REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032102AA","05032102AB","08-39-99",""
"2000 BT 5.9L A4REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032104AA","05032104AB","08-39-99
21-20-99",""
"2000 BT 5.9L M5REG HD
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032105AA","05032105AB","08-39-99",""
"2000 BT 5.9L M5REG
BT - REGULAR CAB PICK-UP (MEX)","PCM","05018488AA
05032106AA","05032106AB","08-39-99",""
"2000 DN 4.7L A4 4X4 CAL DN - DURANGO","PCM","05018491AA
56040365AB
56040365AC
56040365AD
56040365AE
56040365AF
56040365AG","56040365AH","08-39-99
18-001-01
21-20-99",""
"2000 DN 4.7L A4 4X4 FED DN - DURANGO","PCM","05018491AA
56040364AB
56040364AC
56040364AD
56040364AE
56040364AF
56040364AG","56040364AH","08-39-99
18-001-01
21-20-99","RC-8591-00"
"2000 DN 4.7L A4 CAL DN - DURANGO","PCM","05018491AA
56040363AB
56040363AC
56040363AD
56040363AE
56040363AF
56040363AG","56040363AH","08-39-99
18-001-01
21-20-99",""
"2000 DN 4.7L A4 FED DN - DURANGO","PCM","05018491AA
56040362AB
56040362AC
56040362AD
56040362AE
56040362AF
56040362AG","56040362AH","08-39-99
18-001-01
21-20-99","RC-8591-00"
"2000 DN 5.2L A4 CAL DN - DURANGO","PCM","05018490AA
56028901AA
56028901AB
56028901AC
56028901AD
56028901AE
56028901AF","56028901AG","08-39-99
18-006-03
18-017-02
21-20-99","RC-8592-00"
"2000 DN 5.2L A4 FED DN - DURANGO","PCM","05018490AA
56028900AA
56028900AB
56028900AC
56028900AD
56028900AE
56028900AF","56028900AG","08-39-99
18-006-03
18-017-02
21-20-99","RC-8591-00"
"2000 DN 5.9L A4 CAL DN - DURANGO","PCM","05018488AA
56028470AA
56028470AB
56040408AB
56040408AC
56040408AD
56040408AE","56040408AF","08-39-99
18-006-03
21-01-00
21-20-99","RC-8592-00"
"2000 DN 5.9L A4 FED DN - DURANGO","PCM","05018488AA
56028468AA
56028468AB
56040407AB
56040407AC
56040407AD
56040407AE","56040407AF","08-39-99
18-006-03
21-01-00
21-20-99","RC-8591-00"
"2000 JA 2.0L AUTO FED
JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04896051AA","",""
"2000 JA 2.0L AUTO LEV
JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04606852AB","",""
"2000 JA 2.0L MAN 50 STATE
JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04896055AA","",""
"2000 JA 2.0L MAN FED W/O LDP JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04896550AA","",""
"2000 JA 2.4L AUTO FED
JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04606656AA","",""
"2000 JA 2.4L AUTO LEV
JA - BREEZE/STRATUS/CIRRUS","PCM","05066123AB","04606557AA","",""
"2000 JA 2.5L AUTO FED
JA - BREEZE/STRATUS/CIRRUS","PCM","05017958AC","04606658AA","",""
"2000 JA 2.5L AUTO TLEV
JA - BREEZE/STRATUS/CIRRUS","PCM","05017958AC","04606559AA","",""
"2000 JA EATX3A AUTOSTICK JA - BREEZE/STRATUS/CIRRUS","TCM","04896741AC
04896741AD","04896741AE","18-10-00",""
"2000 JA/JX EATX3A
JA - BREEZE/STRATUS/CIRRUS JX - SEBRING JXI CONVERTIBLE","TCM","04896740AC
04896740AD","04896740AE","18-10-00",""
"2000 JX 2.5L AUTO FED
JX - SEBRING JXI CONVERTIBLE","PCM","05017958AC","04606975AA","",""
"2000 JX 2.5L AUTO TLEV
JX - SEBRING JXI CONVERTIBLE","PCM","05017958AC","04606573AA","",""
"2000 LH 2.7L FED MTV
LH - INTREPID/CONCORDE/300M","PCM","04896530AA
04896530AB
04896530AC
04896530AD
05066078AA","04896530AF","18-13-00","RC-857-00"
"2000 LH 2.7L FED
LH - INTREPID/CONCORDE/300M","PCM","04606682AA
04606682AB
04606682AC
04606682AD
05066078AA","04606682AF","18-13-00","RC-857-00"
"2000 LH 2.7L LEV MTV
LH - INTREPID/CONCORDE/300M","PCM","04896360AA
04896360AB
04896360AC
04896360AD
04896360AE
04896360AF
04896360AG
04896360AH
05066078AA","04896360AJ","18-13-00","RC-857-00"
"2000 LH 2.7L LEV
LH - INTREPID/CONCORDE/300M","PCM","04606614AA
04606614AB
04606614AC
04606614AD
04606614AE
04606614AF
04606614AG
05066078AA","04606614AI","18-13-00","RC-857-00"
"2000 LH 3.2L FED
LH - INTREPID/CONCORDE/300M","PCM","04896462AA
05066079AA","04896462AB","","RC-857-00"
"2000 LH 3.2L LEV
LH - INTREPID/CONCORDE/300M","PCM","04896350AA
04896350AB
04896350AC
04896350AD
04896350AE
04896350AF
04896350AH
05066079AA","04896350AI","18-018-01","RC-857-00"
"2000 LH 3.2L RT FED/CAN UNLIMITED LH - INTREPID/CONCORDE/300M","PCM","05066079AA","04606806AA","",""
"2000 LH 3.2L RT LEV UNLIMITED LH - INTREPID/CONCORDE/300M","PCM","05066079AA","04896828AB","",""
"2000 LH 3.5L FED UNLIMITED
LH - INTREPID/CONCORDE/300M","PCM","04896632AA
05066079AA","04896632AB","","RC-857-00"
"2000 LH 3.5L FED
LH - INTREPID/CONCORDE/300M","PCM","04896272AA
05066079AA","04896272AB","","RC-857-00"
"2000 LH 3.5L LEV UNLIMITED
LH - INTREPID/CONCORDE/300M","PCM","04896742AA
04896742AB
04896742AC
04896742AD
04896742AE
04896742AF
05066079AA","04896742AG","","RC-857-00"
"2000 LH 3.5L LEV
LH - INTREPID/CONCORDE/300M","PCM","04896240AA
04896240AB
04896240AC
04896240AD
04896240AE
04896240AF
05066079AA","04896240AG","","RC-857-00"
"2000 NS 2.4L A3 CAL (LEV)
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017592AA","04727275AB","",""
"2000 NS 2.4L A3 FED/CAN
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017592AA","04727274AC","",""
"2000 NS 3.0L AUTO FED
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","04727276AA
04727276AB
04727276AC
05017593AA","04727276AD","18-03-00",""
"2000 NS 3.3L CAL(LEV)
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727279AB","",""
"2000 NS 3.3L FED FFV
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727280AB","",""
"2000 NS 3.3L FED/CAN
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727278AC","",""
"2000 NS 3.8L CAL (LEV) AWD
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727286AB","",""
"2000 NS 3.8L CAL (LEV) FWD
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727283AB","",""
"2000 NS 3.8L FED/CAN AWD
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727285AC","",""
"2000 NS 3.8L FED/CAN FWD
NS - CARAVAN/VOYAGER/T&C/LIMITED","PCM","05017591AA","04727282AB","",""
"2000 NS/GS AUTOSTICK GS - VOYAGER (GRAZ)
NS - CARAVAN/VOYAGER/T&C/LIMITED","TCM","04686953AC
04686953AD","04686953AF","21-18-99",""
"2000 NS/GS NON-AUTOSTICK GS - VOYAGER (GRAZ)
NS - CARAVAN/VOYAGER/T&C/LIMITED","TCM","04686952AD
04686952AC","04686952AF","21-18-99",""
"2000 PL 2.0L A3 CAL PL - NEON","PCM","05017962AA
05033098AA
05033098AB
05033098AC
05033098AD
05033098AE
05033098AF
05293018AL
05293018AM
05293018AN
05293018AO
05293018AP
05293018AQ
05293018AR
05293018AS
05293018AT","05033098AG","18-017-01
REV. A
18-019-00
18-20-99",""
"2000 PL 2.0L A3 FED/CAN PL - NEON","PCM","05017962AA
05269989AH
05269989AI
05269989AJ
05269989AK
05269989AL
05269989AM
05269989AN
05269989AO
05269989AP
05269989AQ","05269989AR","18-017-01
REV. A
18-019-00
18-20-99",""
"2000 PL 2.0L M5 CAL PL - NEON","PCM","05017962AA
05293023AL
05293023AM
05293023AN
05293023AO
05293023AP
05293023AQ
05293023AR
05293023AS
05293023AT","05293023AU","18-017-01
REV. A
18-019-00
18-20-99",""
"2000 PL 2.0L M5 FED/CAN PL - NEON","PCM","05017962AA
05293022AI
05293022AJ
05293022AK
05293022AL
05293022AM
05293022AN
05293022AO
05293022AP
05293022AQ
05293022AR","05293022AS","18-017-01
REV. A
18-019-00
18-20-99",""
"2000 PR EATX3A PR - PROWLER","TCM","04865334AC","04865334AE","18-10-00",""
"2000 SR 8.0L 50S SPARK KNOCK SR - VIPER","PCM","04865406AA
04865406AC
04865406AD","04865406AD","18-019-03","RC-876-00"
"2000 SR 8.0L 50S SR - VIPER","PCM","04865406AA
04865406AA
04865406AC
04865406AD","04865406AC","","RC-876-00"
"2000 TJ 2.5L A3 CAL TJ - WRANGLER","PCM","05018196AA
56041650AC
56041650AD","56041650AE","08-39-99","RC-8592-00"
"2000 TJ 2.5L A3 ECE TJ - WRANGLER","PCM","05018196AA","56041651AE","",""
"2000 TJ 2.5L A3 FED TJ - WRANGLER","PCM","05018196AA
56041649AC
56041649AD","56041649AE","08-39-99","RC-8591-00"
"2000 TJ 2.5L M5 CAL TJ - WRANGLER","PCM","05018196AA
56041646AC
56041646AD","56041646AE","08-39-99","RC-8592-00"
"2000 TJ 2.5L M5 ECE TJ - WRANGLER","PCM","05018196AA","56041647AE","",""
"2000 TJ 2.5L M5 FED TJ - WRANGLER","PCM","05018196AA
56041645AC
56041645AD
56041645AE","56041645AF","08-39-99","RC-8591-00"
"2000 TJ 4.0L A3 CAL TJ - WRANGLER","PCM","05018196AA
56041658AC
56041658AD
56041658AE
56041658AF
56041658AG
56041658AH
56041658AI","56041658AJ","07-004-01 REV A
08-39-99
18-013-01",""
"2000 TJ 4.0L A3 ECE TJ - WRANGLER","PCM","05018196AA","56041659AE","",""
"2000 TJ 4.0L A3 FED TJ - WRANGLER","PCM","05018196AA
56041657AC
56041657AD
56041657AE
56041657AF","56041657AG","07-004-01 REV A
08-39-99","RC-8591-00"
"2000 TJ 4.0L M5 CAL TJ - WRANGLER","PCM","05018196AA
56041653AC
56041653AD
56041653AE
56041653AF
56041653AG
56041653AH","56041653AI","08-39-99
18-013-01",""
"2000 TJ 4.0L M5 ECE TJ - WRANGLER","PCM","05018196AA","56041654AE","",""
"2000 TJ 4.0L M5 FED TJ - WRANGLER","PCM","05018196AA
56041652AC
56041652AD","56041652AE","08-39-99","RC-8591-00"
"2000 WJ 4.0L A4 ECE
WJ - GRAND CHEROKEE","PCM","05018189AA","56041689AC","",""
"2000 WJ 4.0L CAL
WJ - GRAND CHEROKEE","PCM","05018189AA
56041638AB
56041638AC
56041638AD
56041638AE
56041638AF
56041638AG
56041638AH","56041638AI","08-39-99
18-013-01","RC-8592-00
RC-882-00"
"2000 WJ 4.0L FED
WJ - GRAND CHEROKEE","PCM","05018189AA
56041637AB
56041637AC
56041637AF","56041637AG","08-39-99","RC-8591-00
RC-882-00"
"2000 WJ 4.7L 2WD CAL WJ - GRAND CHEROKEE","PCM","05018190AA
56044687AB
56044687AC
56044687AD
56044687AE
56044687AF
56044687AG
56044687AH","56044687AI","08-39-99
18-001-01
18-012-02","RC-882-00"
"2000 WJ 4.7L 4WD CAL WJ - GRAND CHEROKEE","PCM","05018190AA
56044668AB
56044668AC
56044668AD
56044668AE
56044668AF
56044668AG
56044668AH","56044668AI","08-39-99
18-001-01
18-012-02","RC-882-00"
"2000 WJ 4.7L FED 4X4
WJ - GRAND CHEROKEE","PCM","05018190AA
56044683AB
56044683AB
56044683AC
56044683AD
56044683AF
56044683AG
56044683AH","56044683AI","03-05-00
08-39-99
18-001-01
18-012-02","RC-8591-00
RC-882-00"
"2000 WJ 4.7L FED
WJ - GRAND CHEROKEE","PCM","05018190AA
56044684AB
56044684AC
56044684AD
56044684AF
56044684AG
56044684AH","56044684AI","03-05-00
08-39-99
18-001-01
18-012-02","RC-8591-00
RC-882-00"
"2000 XJ 2.5L A3 CAL XJ - CHEROKEE","PCM","05018196AA
56041666AC
56041666AD","56041666AE","08-39-99","RC-8592-00"
"2000 XJ 2.5L A3 FED XJ - CHEROKEE","PCM","05018196AA
56041665AC
56041665AD","56041665AE","08-39-99","RC-8591-00"
"2000 XJ 2.5L M5 CAL XJ - CHEROKEE","PCM","05018196AA
56041662AC
56041662AD","56041662AE","08-39-99","RC-8592-00"
"2000 XJ 2.5L M5 ECE XJ - CHEROKEE","PCM","05018196AA","56041663AE","",""
"2000 XJ 2.5L M5 FED XJ - CHEROKEE","PCM","05018196AA
56041661AC
56041661AD","56041661AE","08-39-99","RC-8591-00"
"2000 XJ 4.0L A4 CAL XJ - CHEROKEE","PCM","05018196AA
56041635AC
56041635AD
56041635AE
56041635AF
56041635AG
56041635AH
56041635AI","56041635AJ","08-39-99
18-013-01
18-039-03",""
"2000 XJ 4.0L A4 ECE XJ - CHEROKEE","PCM","05018196AA","56041636AE","",""
"2000 XJ 4.0L A4 FED XJ - CHEROKEE","PCM","05018196AA
56041634AC
56041634AD
56041634AE
56041634AF","56041634AG","08-39-99
18-016-01","RC-8591-00"
"2000 XJ 4.0L M5 CAL XJ - CHEROKEE","PCM","05018196AA
56041668AC
56041668AD
56041668AE
56041668AF
56041668AG","56041668AH","08-39-99
18-013-01",""
"2000 XJ 4.0L M5 ECE XJ - CHEROKEE","PCM","05018196AA","56041632AE","",""
"2000 XJ 4.0L M5 FED XJ - CHEROKEE","PCM","05018196AA
56041667AC
56041667AD
56041667AE","56041667AF","08-39-99
18-016-01","RC-8591-00"
"2000, 01 BR/BE 8.0L A4 FED HD BE - QUAD & CLUB CAB PICK-UP BR - REGULAR CAB PICK-UP","PCM","05018493AA
56040420AB
56040420AC
56040420AD
56040420AE
56040420AF","56040420AG","08-39-99
18-006-02
REV. C
18-015-01
21-20-99",""
"2001 (2000.5) BR/BE 5.9L AUTO CAL CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
373932300J
373932301J
373932302J
373932303J
373932304J
373932305J
373932306J","373932307J","18-015-00
REV. A
18-019-01
18-024-00
18-033-04",""
"2001 (2000.5) BR/BE 5.9L AUTO FED CUMMINSCOLD BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
313530300J
333030301J
333030302J
333030304J
333030305J
333030306J
333030307J
333030308J","313530300J","18-014-01
18-019-01
18-033-04",""
"2001 (2000.5) BR/BE 5.9L AUTO FED CUMMINSNORM BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
30302E36_9
313530300J
333030300J
333030301J
333030302J
333030303J
333030304J
333030305J
333030306J
333030306X
333030307J
333030307J
333030308J","333030308J","18-014-01
18-015-00
REV. A
18-019-01
18-024-00
18-033-04",""
"2001 (2000.5) BR/BE 5.9L HO MAN CAL CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
373930300J
373930301J
373930302J
373930303J
373930304J","373930305J","18-015-00
REV. A
18-019-01
18-033-04",""
"2001 (2000.5) BR/BE 5.9L HO MAN FED CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
333032300J
333032301J
333032302J
333032303J
333032304J
333032305J","333032306J","18-015-00
REV. A
18-019-01
18-033-04",""
"2001 (2000.5) BR/BE 5.9L MAN CAL CUMMINS BE - QUAD & CLUB CAB PICK-UP
BR - REGULAR CAB PICK-UP","ECM","05083997AA
373931300J
373931301J
373931302J
373931303J
373931304J
373931305J","373931306J","18-015-00
REV. A
18-019-01
18-033-04",""
